   2023      1     16   12.00     52944.00   0.28821E+02   0.00000E+00   0.28821E+02   0.28867E+02   0.28881E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10857E+02   0.58519E+02  -0.13284E+03  -0.17845E+02   0.54616E-03   0.97463E-06   0.46500E-06       0.30     244.09     0.0000  0.00  -0.50008E-02   0.28847E-01    28.8657    28.8709    28.8734    28.8746    28.8811
   2023      1     17   12.00     52968.00   0.28794E+02   0.00000E+00   0.28794E+02   0.28844E+02   0.28860E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12698E+02   0.60036E+02  -0.13901E+03  -0.19817E+02   0.63053E-03   0.11016E-05   0.86206E-06       0.30     224.12     0.0000  0.00  -0.70157E-02   0.33141E-01    28.8424    28.8483    28.8511    28.8530    28.8591
   2023      1     18   12.00     52992.00   0.28791E+02   0.00000E+00   0.28791E+02   0.28841E+02   0.28860E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11825E+02   0.66927E+02  -0.15164E+03  -0.27268E+02   0.98147E-03   0.21899E-05   0.32577E-05       0.30     261.02     0.0000  0.00  -0.19677E-01   0.33280E-01    28.8389    28.8449    28.8477    28.8502    28.8582
   2023      1     19   12.00     53016.00   0.28994E+02   0.00000E+00   0.28994E+02   0.29047E+02   0.29067E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11659E+02   0.72371E+02  -0.16143E+03  -0.28607E+02   0.79062E-03   0.15303E-05   0.14098E-05       0.30     277.81     0.0000  0.00  -0.98262E-02  -0.42197E-01    29.0453    29.0516    29.0548    29.0574    29.0658
   2023      1     20   12.00     53040.00   0.29104E+02   0.00000E+00   0.29104E+02   0.29156E+02   0.29175E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11802E+02   0.71073E+02  -0.15799E+03  -0.27496E+02   0.91921E-03   0.20234E-05   0.25690E-05       0.30     270.64     0.0000  0.00   0.13358E-02  -0.12616E+00    29.1541    29.1604    29.1634    29.1660    29.1741
   2023      1     21   12.00     53064.00   0.29313E+02   0.00000E+00   0.29313E+02   0.29367E+02   0.29384E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10866E+02   0.70776E+02  -0.15177E+03  -0.25623E+02   0.12042E-02   0.29447E-05   0.94886E-05       0.30     274.15     0.0000  0.00   0.47528E-02  -0.24326E+00    29.3655    29.3708    29.3731    29.3751    29.3824
   2023      1     22   12.00     53088.00   0.29331E+02   0.00000E+00   0.29331E+02   0.29391E+02   0.29407E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13773E+02   0.70151E+02  -0.14763E+03  -0.16663E+02   0.12357E-02   0.34804E-05   0.10218E-04       0.30     202.05     0.0000  0.00   0.24957E-02  -0.25929E+00    29.3901    29.3959    29.3985    29.4004    29.4060
   2023      1     23   12.00     53112.00   0.28548E+02   0.00000E+00   0.28548E+02   0.28604E+02   0.28621E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14063E+02   0.59639E+02  -0.13256E+03  -0.21361E+02   0.12675E-02   0.32636E-05   0.11562E-04       0.30     166.19     0.0000  0.00   0.93425E-02  -0.26383E+00    28.6025    28.6082    28.6109    28.6133    28.6198
   2023      1     24   12.00     53136.00   0.28400E+02   0.00000E+00   0.28400E+02   0.28452E+02   0.28468E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10711E+02   0.55431E+02  -0.12626E+03  -0.25538E+02   0.13594E-02   0.31636E-05   0.15732E-04       0.30     219.69     0.0000  0.00   0.22979E-01  -0.28220E+00    28.4508    28.4557    28.4578    28.4598    28.4671
   2023      1     25   12.00     53160.00   0.28727E+02   0.00000E+00   0.28727E+02   0.28775E+02   0.28790E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98950E+01   0.56036E+02  -0.12659E+03  -0.22881E+02   0.93896E-03   0.19268E-05   0.42231E-05       0.30     242.37     0.0000  0.00   0.14312E-01  -0.11045E+00    28.7735    28.7781    28.7803    28.7819    28.7889
   2023      1     26   12.00     53184.00   0.29035E+02   0.00000E+00   0.29035E+02   0.29083E+02   0.29097E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10918E+02   0.61016E+02  -0.13357E+03  -0.19937E+02   0.10273E-02   0.23818E-05   0.63424E-05       0.30     234.11     0.0000  0.00   0.23214E-01  -0.62233E-01    29.0818    29.0869    29.0893    29.0908    29.0969
   2023      1     27   12.00     53208.00   0.28818E+02   0.00000E+00   0.28818E+02   0.28878E+02   0.28891E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14337E+02   0.61604E+02  -0.13249E+03  -0.14784E+02   0.12493E-02   0.43948E-05   0.10406E-04       0.30     162.80     0.0000  0.00   0.24553E-01  -0.16589E+00    28.8768    28.8822    28.8846    28.8861    28.8909
   2023      1     28   12.00     53232.00   0.27998E+02   0.00000E+00   0.27998E+02   0.28049E+02   0.28065E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14063E+02   0.50541E+02  -0.11668E+03  -0.19663E+02   0.88053E-03   0.20314E-05   0.33044E-05       0.29     137.50     0.0000  0.00  -0.29700E-02  -0.12258E+00    28.0471    28.0527    28.0556    28.0578    28.0641
   2023      1     29   12.00     53256.00   0.27877E+02   0.00000E+00   0.27877E+02   0.27919E+02   0.27936E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11249E+02   0.48911E+02  -0.11909E+03  -0.27873E+02   0.79513E-03   0.13215E-05   0.16272E-05       0.29     218.51     0.0000  0.00  -0.13298E-01  -0.11385E-01    27.9175    27.9224    27.9249    27.9270    27.9350
   2023      1     30   12.00     53280.00   0.28365E+02   0.00000E+00   0.28365E+02   0.28412E+02   0.28427E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11353E+02   0.53071E+02  -0.12797E+03  -0.23650E+02   0.50599E-03   0.67453E-06   0.68270E-06       0.29     240.78     0.0000  0.00  -0.62085E-02   0.65983E-02    28.4103    28.4152    28.4176    28.4194    28.4265
   2023      1     31   12.00     53304.00   0.28611E+02   0.00000E+00   0.28611E+02   0.28658E+02   0.28673E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11206E+02   0.52972E+02  -0.12735E+03  -0.21834E+02   0.33598E-03   0.26971E-06   0.71120E-07       0.29     234.55     0.0000  0.00  -0.11918E-02   0.10278E-01    28.6568    28.6617    28.6642    28.6658    28.6723
   2023      2      1   12.00     53328.00   0.29077E+02   0.00000E+00   0.29077E+02   0.29121E+02   0.29136E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99844E+01   0.59696E+02  -0.13682E+03  -0.24099E+02   0.69407E-03   0.10186E-05   0.98120E-06       0.29     275.34     0.0000  0.00  -0.71788E-02   0.52002E-01    29.1194    29.1245    29.1268    29.1285    29.1357
   2023      2      2   12.00     53352.00   0.29655E+02   0.00000E+00   0.29655E+02   0.29704E+02   0.29720E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97269E+01   0.70225E+02  -0.15210E+03  -0.22991E+02   0.77257E-03   0.14554E-05   0.21517E-05       0.29     286.32     0.0000  0.00  -0.74374E-02  -0.44564E-01    29.7027    29.7082    29.7108    29.7125    29.7195
   2023      2      3   12.00     53376.00   0.29820E+02   0.00000E+00   0.29820E+02   0.29882E+02   0.29898E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11192E+02   0.72684E+02  -0.15526E+03  -0.20082E+02   0.14196E-02   0.36987E-05   0.18017E-04       0.29     248.25     0.0000  0.00  -0.26195E-01  -0.29615E+00    29.8804    29.8862    29.8886    29.8905    29.8969
   2023      2      4   12.00     53400.00   0.29604E+02   0.00000E+00   0.29604E+02   0.29661E+02   0.29677E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13003E+02   0.66551E+02  -0.14595E+03  -0.19922E+02   0.10942E-02   0.27422E-05   0.87754E-05       0.29     217.24     0.0000  0.00  -0.21686E-01  -0.15208E+00    29.6593    29.6651    29.6678    29.6699    29.6762
   2023      2      5   12.00     53424.00   0.29468E+02   0.00000E+00   0.29468E+02   0.29520E+02   0.29536E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13374E+02   0.64117E+02  -0.14149E+03  -0.22980E+02   0.42814E-03   0.47501E-06   0.13499E-06       0.29     231.84     0.0000  0.00  -0.35164E-02  -0.30665E-02    29.5180    29.5237    29.5265    29.5286    29.5356
   2023      2      6   12.00     53448.00   0.29619E+02   0.00000E+00   0.29619E+02   0.29670E+02   0.29686E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13024E+02   0.63285E+02  -0.14288E+03  -0.22891E+02   0.43746E-03   0.49679E-06   0.20907E-06       0.28     247.29     0.0000  0.00  -0.23794E-02  -0.19314E-01    29.6683    29.6738    29.6766    29.6785    29.6857
   2023      2      7   12.00     53472.00   0.29789E+02   0.00000E+00   0.29789E+02   0.29840E+02   0.29856E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12261E+02   0.64862E+02  -0.14550E+03  -0.22688E+02   0.63114E-03   0.10411E-05   0.12879E-05       0.28     251.56     0.0000  0.00  -0.34195E-02   0.41450E-01    29.8379    29.8435    29.8462    29.8482    29.8554
   2023      2      8   12.00     53496.00   0.29969E+02   0.00000E+00   0.29969E+02   0.30023E+02   0.30039E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11982E+02   0.68488E+02  -0.15039E+03  -0.23068E+02   0.58327E-03   0.10284E-05   0.12807E-05       0.28     257.13     0.0000  0.00  -0.47312E-03   0.49898E-01    30.0210    30.0267    30.0295    30.0315    30.0386
   2023      2      9   12.00     53520.00   0.30101E+02   0.00000E+00   0.30101E+02   0.30154E+02   0.30172E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13240E+02   0.73766E+02  -0.15739E+03  -0.24712E+02   0.64266E-03   0.10181E-05   0.59341E-06       0.28     263.44     0.0000  0.00   0.16283E-02  -0.59235E-01    30.1518    30.1579    30.1610    30.1633    30.1709
   2023      2     10   12.00     53544.00   0.30213E+02   0.00000E+00   0.30213E+02   0.30267E+02   0.30286E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13947E+02   0.78074E+02  -0.16405E+03  -0.26619E+02   0.63282E-03   0.10102E-05   0.55172E-06       0.28     271.47     0.0000  0.00   0.31107E-03  -0.58786E-01    30.2651    30.2714    30.2746    30.2771    30.2850
   2023      2     11   12.00     53568.00   0.30365E+02   0.00000E+00   0.30365E+02   0.30419E+02   0.30438E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11876E+02   0.77019E+02  -0.15996E+03  -0.26204E+02   0.50748E-03   0.73398E-06   0.51921E-06       0.28     276.88     0.0000  0.00  -0.27511E-02   0.18042E-01    30.4174    30.4234    30.4264    30.4287    30.4366
   2023      2     12   12.00     53592.00   0.30631E+02   0.00000E+00   0.30631E+02   0.30684E+02   0.30701E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10955E+02   0.80049E+02  -0.16101E+03  -0.23976E+02   0.68534E-03   0.11747E-05   0.90184E-06       0.28     274.86     0.0000  0.00  -0.72557E-02   0.14837E-01    30.6819    30.6880    30.6909    30.6931    30.7005
   2023      2     13   12.00     53616.00   0.30612E+02   0.00000E+00   0.30612E+02   0.30668E+02   0.30686E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11700E+02   0.78370E+02  -0.16089E+03  -0.21043E+02   0.60557E-03   0.10184E-05   0.55435E-06       0.28     236.86     0.0000  0.00  -0.58129E-02  -0.34641E-01    30.6660    30.6725    30.6758    30.6781    30.6847
   2023      2     14   12.00     53640.00   0.30365E+02   0.00000E+00   0.30365E+02   0.30417E+02   0.30435E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90381E+01   0.74685E+02  -0.15444E+03  -0.26346E+02   0.71955E-03   0.12952E-05   0.12012E-05       0.28     250.26     0.0000  0.00  -0.10091E-01   0.30545E-01    30.4146    30.4207    30.4238    30.4262    30.4339
   2023      2     15   12.00     53664.00   0.30708E+02   0.00000E+00   0.30708E+02   0.30760E+02   0.30778E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85435E+01   0.78334E+02  -0.16036E+03  -0.26885E+02   0.82541E-03   0.16125E-05   0.27567E-05       0.27     288.71     0.0000  0.00  -0.43572E-02  -0.69297E-01    30.7579    30.7636    30.7664    30.7686    30.7767
   2023      2     16   12.00     53688.00   0.31018E+02   0.00000E+00   0.31018E+02   0.31077E+02   0.31095E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11266E+02   0.82588E+02  -0.16980E+03  -0.26601E+02   0.11543E-02   0.30201E-05   0.76447E-05       0.27     292.12     0.0000  0.00   0.74985E-02  -0.21444E+00    31.0751    31.0807    31.0833    31.0855    31.0933
   2023      2     17   12.00     53712.00   0.31176E+02   0.00000E+00   0.31176E+02   0.31232E+02   0.31252E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13712E+02   0.88447E+02  -0.17796E+03  -0.26558E+02   0.11283E-02   0.29583E-05   0.62861E-05       0.27     281.31     0.0000  0.00   0.16968E-01  -0.15589E+00    31.2305    31.2368    31.2398    31.2423    31.2501
   2023      2     18   12.00     53736.00   0.30936E+02   0.00000E+00   0.30936E+02   0.31000E+02   0.31019E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15858E+02   0.85692E+02  -0.17208E+03  -0.23898E+02   0.10344E-02   0.27617E-05   0.47813E-05       0.27     233.33     0.0000  0.00   0.20548E-01  -0.59760E-01    30.9979    31.0043    31.0076    31.0103    31.0174
   2023      2     19   12.00     53760.00   0.30341E+02   0.00000E+00   0.30341E+02   0.30402E+02   0.30422E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16687E+02   0.78654E+02  -0.16249E+03  -0.25876E+02   0.57291E-03   0.96954E-06   0.55254E-06       0.27     203.99     0.0000  0.00  -0.31812E-03   0.22919E-01    30.3994    30.4063    30.4100    30.4129    30.4203
   2023      2     20   12.00     53784.00   0.29764E+02   0.00000E+00   0.29764E+02   0.29820E+02   0.29841E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15837E+02   0.74798E+02  -0.15564E+03  -0.27442E+02   0.96342E-03   0.23252E-05   0.30297E-05       0.27     189.86     0.0000  0.00  -0.16881E-01  -0.50103E-01    29.8179    29.8248    29.8284    29.8315    29.8392
   2023      2     21   12.00     53808.00   0.29071E+02   0.00000E+00   0.29071E+02   0.29128E+02   0.29149E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15998E+02   0.69624E+02  -0.14663E+03  -0.27294E+02   0.66336E-03   0.13289E-05   0.12628E-05       0.27     160.63     0.0000  0.00  -0.76137E-02  -0.28286E-01    29.1257    29.1325    29.1362    29.1394    29.1470
   2023      2     22   12.00     53832.00   0.28375E+02   0.00000E+00   0.28375E+02   0.28425E+02   0.28446E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13692E+02   0.58903E+02  -0.12959E+03  -0.29012E+02   0.58408E-03   0.86392E-06   0.43307E-06       0.27     157.21     0.0000  0.00  -0.51094E-02   0.21618E-01    28.4234    28.4296    28.4330    28.4360    28.4442
   2023      2     23   12.00     53856.00   0.28363E+02   0.00000E+00   0.28363E+02   0.28404E+02   0.28422E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97234E+01   0.52731E+02  -0.12068E+03  -0.32690E+02   0.81144E-03   0.14277E-05   0.19084E-05       0.27     228.05     0.0000  0.00  -0.10420E-01   0.59094E-01    28.4027    28.4074    28.4098    28.4119    28.4210
   2023      2     24   12.00     53880.00   0.29231E+02   0.00000E+00   0.29231E+02   0.29278E+02   0.29292E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92005E+01   0.57384E+02  -0.13055E+03  -0.27066E+02   0.12081E-02   0.24525E-05   0.10405E-04       0.26     275.10     0.0000  0.00  -0.20242E-01   0.21123E+00    29.2766    29.2807    29.2824    29.2839    29.2917
   2023      2     25   12.00     53904.00   0.29853E+02   0.00000E+00   0.29853E+02   0.29903E+02   0.29915E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10395E+02   0.60227E+02  -0.13708E+03  -0.20238E+02   0.10747E-02   0.30441E-05   0.69855E-05       0.26     250.62     0.0000  0.00  -0.16905E-01   0.16015E+00    29.9014    29.9061    29.9081    29.9094    29.9151
   2023      2     26   12.00     53928.00   0.30066E+02   0.00000E+00   0.30066E+02   0.30116E+02   0.30131E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13120E+02   0.65715E+02  -0.14530E+03  -0.20624E+02   0.96240E-03   0.23780E-05   0.36289E-05       0.26     237.23     0.0000  0.00  -0.16259E-01   0.80520E-01    30.1142    30.1197    30.1223    30.1241    30.1304
   2023      2     27   12.00     53952.00   0.30158E+02   0.00000E+00   0.30158E+02   0.30215E+02   0.30232E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13082E+02   0.69902E+02  -0.15203E+03  -0.24990E+02   0.11447E-02   0.28071E-05   0.69043E-05       0.26     254.86     0.0000  0.00  -0.27854E-01   0.63439E-01    30.2139    30.2190    30.2213    30.2233    30.2306
   2023      2     28   12.00     53976.00   0.30448E+02   0.00000E+00   0.30448E+02   0.30501E+02   0.30520E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12221E+02   0.75444E+02  -0.16211E+03  -0.26504E+02   0.84251E-03   0.17325E-05   0.19155E-05       0.26     273.70     0.0000  0.00  -0.13023E-01  -0.28844E-01    30.4996    30.5056    30.5086    30.5109    30.5187
   2023      3      1   12.00     54000.00   0.30588E+02   0.00000E+00   0.30588E+02   0.30645E+02   0.30665E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13719E+02   0.84604E+02  -0.17519E+03  -0.28420E+02   0.10613E-02   0.26696E-05   0.52438E-05       0.26     271.78     0.0000  0.00  -0.20386E-01  -0.90498E-01    30.6426    30.6491    30.6522    30.6548    30.6629
   2023      3      2   12.00     54024.00   0.30585E+02   0.00000E+00   0.30585E+02   0.30650E+02   0.30671E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12740E+02   0.86288E+02  -0.17457E+03  -0.30799E+02   0.14644E-02   0.37918E-05   0.18764E-04       0.26     277.30     0.0000  0.00  -0.50266E-01  -0.31097E-01    30.6484    30.6545    30.6572    30.6599    30.6687
   2023      3      3   12.00     54048.00   0.30734E+02   0.00000E+00   0.30734E+02   0.30794E+02   0.30813E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13511E+02   0.83412E+02  -0.17051E+03  -0.27007E+02   0.97831E-03   0.23591E-05   0.61111E-05       0.26     263.31     0.0000  0.00  -0.22330E-01  -0.23438E-01    30.7922    30.7983    30.8014    30.8039    30.8115
   2023      3      4   12.00     54072.00   0.30650E+02   0.00000E+00   0.30650E+02   0.30707E+02   0.30728E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15220E+02   0.82842E+02  -0.17427E+03  -0.30638E+02   0.73382E-03   0.14453E-05   0.13728E-05       0.25     266.79     0.0000  0.00  -0.99274E-02  -0.11085E-01    30.7047    30.7114    30.7147    30.7176    30.7260
   2023      3      5   12.00     54096.00   0.30794E+02   0.00000E+00   0.30794E+02   0.30850E+02   0.30871E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14272E+02   0.85023E+02  -0.17609E+03  -0.31632E+02   0.77688E-03   0.15715E-05   0.16336E-05       0.25     284.32     0.0000  0.00  -0.12312E-01  -0.44057E-02    30.8481    30.8547    30.8580    30.8608    30.8696
   2023      3      6   12.00     54120.00   0.30963E+02   0.00000E+00   0.30963E+02   0.31016E+02   0.31035E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13687E+02   0.79632E+02  -0.16429E+03  -0.25841E+02   0.68985E-03   0.12573E-05   0.82183E-06       0.25     262.10     0.0000  0.00   0.20226E-03  -0.68593E-01    31.0145    31.0208    31.0239    31.0263    31.0338
   2023      3      7   12.00     54144.00   0.30946E+02   0.00000E+00   0.30946E+02   0.31001E+02   0.31020E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14978E+02   0.79363E+02  -0.16357E+03  -0.24022E+02   0.78762E-03   0.16536E-05   0.12846E-05       0.25     239.07     0.0000  0.00   0.55802E-02  -0.80671E-01    30.9990    31.0055    31.0089    31.0113    31.0184
   2023      3      8   12.00     54168.00   0.30551E+02   0.00000E+00   0.30551E+02   0.30609E+02   0.30629E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15780E+02   0.80433E+02  -0.16259E+03  -0.23106E+02   0.89289E-03   0.20856E-05   0.33801E-05       0.25     194.55     0.0000  0.00  -0.11032E-01  -0.80614E-01    30.6074    30.6144    30.6179    30.6208    30.6276
   2023      3      9   12.00     54192.00   0.29696E+02   0.00000E+00   0.29696E+02   0.29758E+02   0.29778E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15366E+02   0.72431E+02  -0.14913E+03  -0.24643E+02   0.99594E-03   0.26456E-05   0.48999E-05       0.25     152.85     0.0000  0.00  -0.21522E-01  -0.40534E-01    29.7561    29.7626    29.7661    29.7690    29.7760
   2023      3     10   12.00     54216.00   0.29131E+02   0.00000E+00   0.29131E+02   0.29180E+02   0.29201E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11727E+02   0.62484E+02  -0.13556E+03  -0.32538E+02   0.88585E-03   0.18373E-05   0.27455E-05       0.25     201.00     0.0000  0.00  -0.13742E-01   0.71017E-01    29.1784    29.1841    29.1871    29.1899    29.1989
   2023      3     11   12.00     54240.00   0.29357E+02   0.00000E+00   0.29357E+02   0.29408E+02   0.29425E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12473E+02   0.63135E+02  -0.13660E+03  -0.24200E+02   0.92980E-03   0.20910E-05   0.30330E-05       0.25     197.46     0.0000  0.00  -0.63904E-02   0.11715E+00    29.4059    29.4116    29.4145    29.4168    29.4238
   2023      3     12   12.00     54264.00   0.28912E+02   0.00000E+00   0.28912E+02   0.28960E+02   0.28978E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12485E+02   0.57663E+02  -0.12777E+03  -0.24166E+02   0.77874E-03   0.15445E-05   0.13120E-05       0.24     162.81     0.0000  0.00  -0.18511E-02   0.82463E-01    28.9585    28.9644    28.9676    28.9701    28.9772
   2023      3     13   12.00     54288.00   0.28732E+02   0.00000E+00   0.28732E+02   0.28779E+02   0.28796E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11207E+02   0.53850E+02  -0.12084E+03  -0.23068E+02   0.55308E-03   0.76837E-06   0.50100E-06       0.24     167.54     0.0000  0.00   0.16133E-02   0.21148E-01    28.7771    28.7825    28.7854    28.7876    28.7948
   2023      3     14   12.00     54312.00   0.28434E+02   0.00000E+00   0.28434E+02   0.28480E+02   0.28497E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11764E+02   0.51535E+02  -0.11874E+03  -0.21709E+02   0.93185E-03   0.20659E-05   0.26839E-05       0.24     147.15     0.0000  0.00   0.17889E-01   0.16144E-01    28.4782    28.4838    28.4867    28.4890    28.4955
   2023      3     15   12.00     54336.00   0.28240E+02   0.00000E+00   0.28240E+02   0.28283E+02   0.28301E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10398E+02   0.50795E+02  -0.11919E+03  -0.29598E+02   0.56101E-03   0.92185E-06   0.81966E-06       0.24     199.19     0.0000  0.00   0.70521E-02   0.22381E-01    28.2819    28.2868    28.2893    28.2915    28.2998
   2023      3     16   12.00     54360.00   0.28747E+02   0.00000E+00   0.28747E+02   0.28792E+02   0.28807E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12525E+02   0.57103E+02  -0.12685E+03  -0.23094E+02   0.55321E-03   0.84910E-06   0.63363E-06       0.24     210.71     0.0000  0.00  -0.47666E-02  -0.35384E-01    28.7904    28.7956    28.7981    28.7998    28.8067
   2023      3     17   12.00     54384.00   0.28594E+02   0.00000E+00   0.28594E+02   0.28642E+02   0.28658E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13842E+02   0.57131E+02  -0.12670E+03  -0.20970E+02   0.99708E-03   0.24070E-05   0.37665E-05       0.24     167.26     0.0000  0.00  -0.12803E-01  -0.12487E+00    28.6401    28.6457    28.6484    28.6505    28.6567
   2023      3     18   12.00     54408.00   0.28098E+02   0.00000E+00   0.28098E+02   0.28158E+02   0.28175E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15704E+02   0.55647E+02  -0.12402E+03  -0.18749E+02   0.15177E-02   0.38987E-05   0.27191E-04       0.24     117.84     0.0000  0.00  -0.37983E-01  -0.31392E+00    28.1566    28.1625    28.1654    28.1678    28.1736
   2023      3     19   12.00     54432.00   0.27007E+02   0.00000E+00   0.27007E+02   0.27065E+02   0.27083E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15359E+02   0.45369E+02  -0.10640E+03  -0.21220E+02   0.15614E-02   0.41482E-05   0.29777E-04       0.24      72.30     0.0000  0.00  -0.31087E-01  -0.38547E+00    27.0635    27.0694    27.0723    27.0748    27.0811
   2023      3     20   12.00     54456.00   0.26246E+02   0.00000E+00   0.26246E+02   0.26296E+02   0.26312E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11728E+02   0.36981E+02  -0.92320E+02  -0.25883E+02   0.14539E-02   0.33291E-05   0.22823E-04       0.23      96.61     0.0000  0.00  -0.30315E-01  -0.30539E+00    26.2942    26.2991    26.3015    26.3038    26.3109
   2023      3     21   12.00     54480.00   0.25926E+02   0.00000E+00   0.25926E+02   0.25974E+02   0.25989E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10551E+02   0.34163E+02  -0.87752E+02  -0.22115E+02   0.15591E-02   0.35119E-05   0.29274E-04       0.23      91.28     0.0000  0.00  -0.53282E-01  -0.24173E+00    25.9729    25.9777    25.9800    25.9820    25.9883
   2023      3     22   12.00     54504.00   0.25652E+02   0.00000E+00   0.25652E+02   0.25691E+02   0.25707E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.76475E+01   0.29865E+02  -0.84989E+02  -0.30242E+02   0.13259E-02   0.24401E-05   0.15515E-04       0.23     148.87     0.0000  0.00  -0.43510E-01  -0.27618E-01    25.6899    25.6935    25.6952    25.6971    25.7058
   2023      3     23   12.00     54528.00   0.26553E+02   0.00000E+00   0.26553E+02   0.26591E+02   0.26606E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75301E+01   0.36275E+02  -0.10014E+03  -0.27095E+02   0.13569E-02   0.25949E-05   0.17654E-04       0.23     220.55     0.0000  0.00  -0.43011E-01   0.14924E+00    26.5899    26.5933    26.5946    26.5958    26.6058
   2023      3     24   12.00     54552.00   0.27346E+02   0.00000E+00   0.27346E+02   0.27389E+02   0.27403E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85611E+01   0.43360E+02  -0.11508E+03  -0.25083E+02   0.12347E-02   0.25272E-05   0.11674E-04       0.23     238.81     0.0000  0.00  -0.25321E-01   0.20839E+00    27.3885    27.3922    27.3937    27.3949    27.4029
   2023      3     25   12.00     54576.00   0.28229E+02   0.00000E+00   0.28229E+02   0.28277E+02   0.28291E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87543E+01   0.53896E+02  -0.13292E+03  -0.23532E+02   0.10054E-02   0.23183E-05   0.48295E-05       0.23     261.06     0.0000  0.00  -0.14339E-01   0.13346E+00    28.2763    28.2805    28.2824    28.2836    28.2905
   2023      3     26   12.00     54600.00   0.28853E+02   0.00000E+00   0.28853E+02   0.28901E+02   0.28915E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78730E+01   0.61388E+02  -0.14195E+03  -0.22028E+02   0.95877E-03   0.23870E-05   0.33845E-05       0.23     257.05     0.0000  0.00  -0.17910E-01   0.59383E-01    28.8996    28.9046    28.9068    28.9082    28.9148
