   2024      2     15   12.00     62424.00   0.31127E+02   0.00000E+00   0.31127E+02   0.31194E+02   0.31206E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.79810E+01   0.83779E+02  -0.17072E+03  -0.44387E+01   0.98367E-03   0.98551E-08   0.41719E-05       0.27     294.83     0.0000  0.00  -0.98392E-01   0.92646E-01    31.1974    31.2049    31.1889    31.1539    31.1574
   2024      2     16   12.00     62448.00   0.31385E+02   0.00000E+00   0.31385E+02   0.31459E+02   0.31470E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87900E+01   0.88674E+02  -0.17526E+03  -0.36441E+01   0.88788E-03   0.37975E-06   0.31245E-05       0.27     286.96     0.0000  0.00  -0.55870E-01  -0.40238E+00    31.4588    31.4669    31.4607    31.4388    31.4414
   2024      2     17   12.00     62472.00   0.31522E+02   0.00000E+00   0.31522E+02   0.31595E+02   0.31606E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11574E+02   0.85727E+02  -0.16752E+03  -0.34819E+01   0.11376E-02   0.24309E-05   0.70581E-05       0.27     250.93     0.0000  0.00   0.38080E-01  -0.12607E+01    31.5925    31.6007    31.6008    31.5918    31.5952
   2024      2     18   12.00     62496.00   0.31460E+02   0.00000E+00   0.31460E+02   0.31536E+02   0.31549E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14941E+02   0.85221E+02  -0.16623E+03  -0.53389E+01   0.11740E-02   0.50675E-05   0.76453E-05       0.27     212.64     0.0000  0.00   0.18963E-01  -0.13750E+01    31.5319    31.5405    31.5426    31.5435    31.5491
   2024      2     19   12.00     62520.00   0.31125E+02   0.00000E+00   0.31125E+02   0.31204E+02   0.31220E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18779E+02   0.81829E+02  -0.16717E+03  -0.89639E+01   0.13570E-02   0.97405E-05   0.12892E-04       0.27     158.42     0.0000  0.00   0.26638E-01  -0.17776E+01    31.1989    31.2085    31.2113    31.2127    31.2201
   2024      2     20   12.00     62544.00   0.30460E+02   0.00000E+00   0.30460E+02   0.30534E+02   0.30553E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20965E+02   0.76343E+02  -0.15700E+03  -0.13659E+02   0.20334E-02   0.20285E-04   0.57107E-04       0.27     100.28     0.0000  0.00   0.18120E+00  -0.35531E+01    30.5287    30.5389    30.5419    30.5436    30.5531
   2024      2     21   12.00     62568.00   0.29753E+02   0.00000E+00   0.29753E+02   0.29820E+02   0.29841E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20874E+02   0.85379E+02  -0.15896E+03  -0.17520E+02   0.27120E-02   0.24256E-04   0.16090E-03       0.27     143.28     0.0000  0.00   0.45314E+00  -0.55762E+01    29.8150    29.8250    29.8274    29.8289    29.8407
   2024      2     22   12.00     62592.00   0.29571E+02   0.00000E+00   0.29571E+02   0.29633E+02   0.29654E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15989E+02   0.82775E+02  -0.15799E+03  -0.15143E+02   0.25514E-02   0.17123E-04   0.13989E-03       0.27     213.67     0.0000  0.00   0.39126E+00  -0.52363E+01    29.6285    29.6376    29.6395    29.6406    29.6541
   2024      2     23   12.00     62616.00   0.29611E+02   0.00000E+00   0.29611E+02   0.29673E+02   0.29692E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12989E+02   0.68823E+02  -0.14597E+03  -0.11954E+02   0.17876E-02   0.94406E-05   0.41599E-04       0.27     208.52     0.0000  0.00   0.58645E-01  -0.31888E+01    29.6694    29.6774    29.6792    29.6802    29.6924
   2024      2     24   12.00     62640.00   0.29645E+02   0.00000E+00   0.29645E+02   0.29707E+02   0.29725E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12970E+02   0.64174E+02  -0.13822E+03  -0.10445E+02   0.13758E-02   0.52209E-05   0.14324E-04       0.26     200.09     0.0000  0.00  -0.12478E+00  -0.14040E+01    29.7037    29.7111    29.7127    29.7136    29.7249
   2024      2     25   12.00     62664.00   0.29809E+02   0.00000E+00   0.29809E+02   0.29866E+02   0.29883E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11035E+02   0.66217E+02  -0.14439E+03  -0.92930E+01   0.14360E-02   0.24683E-05   0.17146E-04       0.26     249.45     0.0000  0.00  -0.17677E+00   0.78016E+00    29.8645    29.8707    29.8678    29.8672    29.8800
   2024      2     26   12.00     62688.00   0.30254E+02   0.00000E+00   0.30254E+02   0.30296E+02   0.30320E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92542E+01   0.74245E+02  -0.15954E+03  -0.74126E+01   0.15186E-02   0.17559E-12   0.22262E-04       0.26     291.05     0.0000  0.00  -0.16714E+00   0.17536E+01    30.3125    30.3151    30.2622    30.2118    30.2265
   2024      2     27   12.00     62712.00   0.30607E+02   0.00000E+00   0.30607E+02   0.30666E+02   0.30685E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98130E+01   0.78722E+02  -0.16725E+03  -0.55575E+01   0.10245E-02   0.29207E-11   0.48139E-05       0.26     281.33     0.0000  0.00  -0.10267E+00   0.24800E+00    30.6761    30.6830    30.6544    30.5640    30.5664
   2024      2     28   12.00     62736.00   0.30841E+02   0.00000E+00   0.30841E+02   0.30914E+02   0.30926E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10505E+02   0.83772E+02  -0.17546E+03  -0.46205E+01   0.99300E-03   0.55967E-06   0.43553E-05       0.26     284.88     0.0000  0.00  -0.72880E-01  -0.72449E+00    30.9145    30.9226    30.9178    30.8802    30.8739
   2024      2     29   12.00     62760.00   0.31096E+02   0.00000E+00   0.31096E+02   0.31164E+02   0.31175E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10650E+02   0.85794E+02  -0.17327E+03  -0.41483E+01   0.12827E-02   0.11526E-05   0.11352E-04       0.26     281.68     0.0000  0.00  -0.10844E+00  -0.13642E+01    31.1638    31.1718    31.1648    31.1438    31.1490
   2024      3      1   12.00     62784.00   0.31326E+02   0.00000E+00   0.31326E+02   0.31398E+02   0.31409E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11059E+02   0.85192E+02  -0.17344E+03  -0.38032E+01   0.10193E-02   0.42136E-06   0.59193E-05       0.26     284.34     0.0000  0.00  -0.84648E-01  -0.82628E+00    31.3981    31.4061    31.3994    31.3766    31.3797
   2024      3      2   12.00     62808.00   0.31593E+02   0.00000E+00   0.31593E+02   0.31667E+02   0.31678E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11232E+02   0.84314E+02  -0.17267E+03  -0.30201E+01   0.58384E-03   0.38227E-07   0.61119E-06       0.26     283.90     0.0000  0.00   0.64772E-03  -0.30950E+00    31.6686    31.6766    31.6651    31.6300    31.6260
   2024      3      3   12.00     62832.00   0.31714E+02   0.00000E+00   0.31714E+02   0.31790E+02   0.31802E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14850E+02   0.87603E+02  -0.17149E+03  -0.30194E+01   0.86143E-03   0.16469E-05   0.20362E-05       0.25     226.38     0.0000  0.00   0.61399E-01  -0.36478E+00    31.7884    31.7971    31.7925    31.7730    31.7711
   2024      3      4   12.00     62856.00   0.31405E+02   0.00000E+00   0.31405E+02   0.31480E+02   0.31495E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18409E+02   0.90192E+02  -0.17427E+03  -0.76089E+01   0.71655E-03   0.23214E-05   0.99046E-06       0.25     188.71     0.0000  0.00   0.37489E-01  -0.29616E+00    31.4747    31.4843    31.4867    31.4880    31.4947
   2024      3      5   12.00     62880.00   0.31106E+02   0.00000E+00   0.31106E+02   0.31178E+02   0.31195E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18007E+02   0.86724E+02  -0.17145E+03  -0.96227E+01   0.83719E-03   0.29788E-05   0.21351E-05       0.25     203.07     0.0000  0.00  -0.40623E-01  -0.56724E+00    31.1735    31.1826    31.1849    31.1861    31.1948
   2024      3      6   12.00     62904.00   0.31016E+02   0.00000E+00   0.31016E+02   0.31086E+02   0.31101E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15189E+02   0.80702E+02  -0.16292E+03  -0.87918E+01   0.11750E-02   0.35309E-05   0.70366E-05       0.25     237.98     0.0000  0.00  -0.12850E+00  -0.40746E+00    31.0824    31.0903    31.0908    31.0906    31.1006
   2024      3      7   12.00     62928.00   0.31148E+02   0.00000E+00   0.31148E+02   0.31213E+02   0.31226E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14194E+02   0.78200E+02  -0.16035E+03  -0.65753E+01   0.14193E-02   0.46951E-05   0.13526E-04       0.25     218.27     0.0000  0.00  -0.19890E+00  -0.86110E-01    31.2107    31.2189    31.2141    31.2064    31.2150
   2024      3      8   12.00     62952.00   0.31043E+02   0.00000E+00   0.31043E+02   0.31106E+02   0.31120E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12264E+02   0.74905E+02  -0.15482E+03  -0.79519E+01   0.13920E-02   0.51623E-05   0.12795E-04       0.25     223.36     0.0000  0.00  -0.19119E+00   0.52370E-01    31.1030    31.1105    31.1095    31.1090    31.1184
   2024      3      9   12.00     62976.00   0.31345E+02   0.00000E+00   0.31345E+02   0.31399E+02   0.31415E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11107E+02   0.78116E+02  -0.15984E+03  -0.57629E+01   0.11110E-02   0.23152E-11   0.61553E-05       0.25     278.38     0.0000  0.00  -0.12587E+00  -0.57641E-01    31.4074    31.4132    31.3823    31.3380    31.3457
   2024      3     10   12.00     63000.00   0.31648E+02   0.00000E+00   0.31648E+02   0.31726E+02   0.31742E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12318E+02   0.82881E+02  -0.16637E+03  -0.39939E+01   0.50376E-03   0.25264E-11   0.81726E-06       0.25     269.25     0.0000  0.00  -0.21124E-01  -0.96772E-01    31.7333    31.7408    31.7168    31.6472    31.6320
   2024      3     11   12.00     63024.00   0.31845E+02   0.00000E+00   0.31845E+02   0.31917E+02   0.31926E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12188E+02   0.85277E+02  -0.16560E+03  -0.28092E+01   0.70676E-03   0.30736E-06   0.14110E-05       0.24     259.01     0.0000  0.00   0.93342E-03   0.48138E+00    31.9157    31.9236    31.9207    31.8890    31.8738
   2024      3     12   12.00     63048.00   0.32029E+02   0.00000E+00   0.32029E+02   0.32101E+02   0.32111E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11947E+02   0.87473E+02  -0.16728E+03  -0.27882E+01   0.86713E-03   0.42224E-06   0.24312E-05       0.24     257.18     0.0000  0.00  -0.61523E-01   0.19651E+00    32.1001    32.1080    32.1028    32.0777    32.0762
   2024      3     13   12.00     63072.00   0.32153E+02   0.00000E+00   0.32153E+02   0.32227E+02   0.32237E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11833E+02   0.88652E+02  -0.17156E+03  -0.32344E+01   0.83326E-03   0.86632E-06   0.22413E-05       0.24     257.45     0.0000  0.00  -0.52187E-01  -0.51260E+00    32.2247    32.2328    32.2331    32.2203    32.2227
   2024      3     14   12.00     63096.00   0.32234E+02   0.00000E+00   0.32234E+02   0.32310E+02   0.32321E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13246E+02   0.92438E+02  -0.17819E+03  -0.39068E+01   0.92528E-03   0.20755E-05   0.33474E-05       0.24     245.62     0.0000  0.00  -0.77820E-01  -0.32118E+00    32.3067    32.3155    32.3162    32.3060    32.3093
   2024      3     15   12.00     63120.00   0.32171E+02   0.00000E+00   0.32171E+02   0.32251E+02   0.32264E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14930E+02   0.93014E+02  -0.18230E+03  -0.57256E+01   0.99401E-03   0.28970E-05   0.41208E-05       0.24     251.56     0.0000  0.00  -0.10208E+00  -0.33849E-01    32.2469    32.2555    32.2572    32.2574    32.2643
   2024      3     16   12.00     63144.00   0.32235E+02   0.00000E+00   0.32235E+02   0.32312E+02   0.32324E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15245E+02   0.92296E+02  -0.18241E+03  -0.53065E+01   0.87979E-03   0.18314E-05   0.25678E-05       0.24     256.45     0.0000  0.00  -0.70562E-01  -0.32112E+00    32.3082    32.3170    32.3185    32.3144    32.3211
   2024      3     17   12.00     63168.00   0.32228E+02   0.00000E+00   0.32228E+02   0.32310E+02   0.32324E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15613E+02   0.94299E+02  -0.18374E+03  -0.59402E+01   0.98649E-03   0.27110E-05   0.39098E-05       0.24     255.97     0.0000  0.00  -0.75778E-01  -0.66725E+00    32.3062    32.3149    32.3166    32.3171    32.3243
   2024      3     18   12.00     63192.00   0.32299E+02   0.00000E+00   0.32299E+02   0.32385E+02   0.32398E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14946E+02   0.94490E+02  -0.18489E+03  -0.56281E+01   0.51132E-03   0.58690E-06   0.51995E-06       0.24     268.62     0.0000  0.00  -0.22009E-01  -0.22084E+00    32.3815    32.3903    32.3917    32.3898    32.3974
   2024      3     19   12.00     63216.00   0.32389E+02   0.00000E+00   0.32389E+02   0.32487E+02   0.32498E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13354E+02   0.90975E+02  -0.17728E+03  -0.46517E+01   0.30520E-03   0.18396E-06   0.87086E-07       0.23     255.81     0.0000  0.00   0.67501E-02  -0.68612E-01    32.4834    32.4921    32.4934    32.4874    32.4935
   2024      3     20   12.00     63240.00   0.32445E+02   0.00000E+00   0.32445E+02   0.32522E+02   0.32534E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14780E+02   0.92390E+02  -0.17792E+03  -0.50555E+01   0.64868E-03   0.11255E-05   0.69371E-06       0.23     241.18     0.0000  0.00   0.25790E-01  -0.32162E+00    32.5183    32.5271    32.5288    32.5278    32.5334
   2024      3     21   12.00     63264.00   0.32358E+02   0.00000E+00   0.32358E+02   0.32436E+02   0.32450E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17186E+02   0.93923E+02  -0.18224E+03  -0.66681E+01   0.97258E-03   0.36344E-05   0.34846E-05       0.23     225.49     0.0000  0.00   0.50688E-01  -0.77645E+00    32.4311    32.4403    32.4424    32.4434    32.4500
   2024      3     22   12.00     63288.00   0.32177E+02   0.00000E+00   0.32177E+02   0.32262E+02   0.32278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17682E+02   0.94400E+02  -0.18573E+03  -0.84448E+01   0.65564E-03   0.22027E-05   0.16643E-05       0.23     232.73     0.0000  0.00   0.26023E-01  -0.45152E+00    32.2576    32.2669    32.2691    32.2701    32.2781
   2024      3     23   12.00     63312.00   0.32006E+02   0.00000E+00   0.32006E+02   0.32096E+02   0.32113E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19841E+02   0.97704E+02  -0.19038E+03  -0.96770E+01   0.46126E-03   0.11894E-05   0.26042E-06       0.23     204.16     0.0000  0.00  -0.32447E-02  -0.21500E+00    32.0906    32.1007    32.1033    32.1046    32.1129
   2024      3     24   12.00     63336.00   0.31568E+02   0.00000E+00   0.31568E+02   0.31641E+02   0.31660E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18844E+02   0.92754E+02  -0.18118E+03  -0.12689E+02   0.82163E-03   0.29175E-05   0.18326E-05       0.23     192.76     0.0000  0.00  -0.52216E-01  -0.30692E+00    31.6362    31.6460    31.6485    31.6499    31.6605
   2024      3     25   12.00     63360.00   0.31301E+02   0.00000E+00   0.31301E+02   0.31377E+02   0.31396E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19030E+02   0.85872E+02  -0.17322E+03  -0.12443E+02   0.80042E-03   0.29049E-05   0.18974E-05       0.23     163.89     0.0000  0.00  -0.66079E-01   0.64577E-01    31.3715    31.3813    31.3840    31.3855    31.3956
   2024      3     26   12.00     63384.00   0.30678E+02   0.00000E+00   0.30678E+02   0.30751E+02   0.30773E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20213E+02   0.80188E+02  -0.16617E+03  -0.16338E+02   0.79756E-03   0.32251E-05   0.20290E-05       0.23     133.11     0.0000  0.00  -0.60523E-01  -0.19461E+00    30.7459    30.7559    30.7589    30.7607    30.7726
   2024      3     27   12.00     63408.00   0.30347E+02   0.00000E+00   0.30347E+02   0.30417E+02   0.30438E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17125E+02   0.77905E+02  -0.16023E+03  -0.15659E+02   0.13467E-02   0.64822E-05   0.11724E-04       0.22     196.49     0.0000  0.00  -0.15527E+00  -0.93497E+00    30.4125    30.4208    30.4229    30.4242    30.4382
   2024      3     28   12.00     63432.00   0.30299E+02   0.00000E+00   0.30299E+02   0.30370E+02   0.30390E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17722E+02   0.75442E+02  -0.15333E+03  -0.13125E+02   0.10685E-02   0.42854E-05   0.58974E-05       0.22     157.48     0.0000  0.00  -0.10869E+00  -0.52090E+00    30.3656    30.3744    30.3767    30.3781    30.3897
   2024      3     29   12.00     63456.00   0.29927E+02   0.00000E+00   0.29927E+02   0.29989E+02   0.30008E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15053E+02   0.67216E+02  -0.14270E+03  -0.15166E+02   0.11133E-02   0.31960E-05   0.73410E-05       0.22     174.96     0.0000  0.00  -0.11560E+00   0.46015E+00    29.9856    29.9929    29.9922    29.9931    30.0076
   2024      3     30   12.00     63480.00   0.30213E+02   0.00000E+00   0.30213E+02   0.30270E+02   0.30290E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12659E+02   0.65408E+02  -0.14335E+03  -0.98395E+01   0.95333E-03   0.28728E-06   0.58690E-05       0.22     231.47     0.0000  0.00  -0.96069E-01   0.34674E+00    30.2772    30.2807    30.2510    30.2426    30.2580
   2024      3     31   12.00     63504.00   0.30386E+02   0.00000E+00   0.30386E+02   0.30470E+02   0.30486E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12947E+02   0.66995E+02  -0.14633E+03  -0.86021E+01   0.38218E-03   0.23652E-06   0.14322E-06       0.22     224.90     0.0000  0.00  -0.11976E-01  -0.78872E-01    30.4677    30.4750    30.4741    30.4732    30.4850
   2024      4      1   12.00     63528.00   0.30693E+02   0.00000E+00   0.30693E+02   0.30769E+02   0.30783E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11099E+02   0.71687E+02  -0.15309E+03  -0.69901E+01   0.48632E-03   0.13063E-06   0.40328E-06       0.22     251.78     0.0000  0.00  -0.21529E-01  -0.11241E+00    30.7723    30.7794    30.7616    30.7436    30.7560
   2024      4      2   12.00     63552.00   0.30960E+02   0.00000E+00   0.30960E+02   0.31029E+02   0.31045E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12949E+02   0.75855E+02  -0.15755E+03  -0.56569E+01   0.66012E-03   0.69223E-06   0.93084E-06       0.22     222.88     0.0000  0.00   0.61362E-02  -0.36886E+00    31.0318    31.0396    31.0218    31.0018    31.0101
   2024      4      3   12.00     63576.00   0.30924E+02   0.00000E+00   0.30924E+02   0.31000E+02   0.31015E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14764E+02   0.75588E+02  -0.15612E+03  -0.72760E+01   0.61946E-03   0.12681E-05   0.78760E-06       0.22     206.46     0.0000  0.00   0.27462E-01  -0.28992E+00    30.9959    31.0040    31.0056    31.0063    31.0146
   2024      4      4   12.00     63600.00   0.31008E+02   0.00000E+00   0.31008E+02   0.31085E+02   0.31099E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12910E+02   0.75401E+02  -0.15465E+03  -0.67029E+01   0.54028E-03   0.49532E-06   0.49009E-06       0.22     223.55     0.0000  0.00  -0.25830E-01  -0.14015E+00    31.0813    31.0891    31.0903    31.0891    31.0988
   2024      4      5   12.00     63624.00   0.31118E+02   0.00000E+00   0.31118E+02   0.31192E+02   0.31204E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13556E+02   0.76596E+02  -0.15847E+03  -0.64231E+01   0.83845E-03   0.14410E-05   0.18567E-05       0.21     218.23     0.0000  0.00  -0.68459E-01   0.38009E-01    31.1888    31.1967    31.1980    31.1951    31.2034
   2024      4      6   12.00     63648.00   0.31130E+02   0.00000E+00   0.31130E+02   0.31202E+02   0.31216E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15163E+02   0.78889E+02  -0.16175E+03  -0.72074E+01   0.83975E-03   0.19021E-05   0.18905E-05       0.21     213.63     0.0000  0.00  -0.64573E-01  -0.16116E+00    31.1980    31.2060    31.2077    31.2085    31.2165
   2024      4      7   12.00     63672.00   0.31098E+02   0.00000E+00   0.31098E+02   0.31177E+02   0.31193E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15956E+02   0.82381E+02  -0.16716E+03  -0.80706E+01   0.94503E-03   0.32792E-05   0.32849E-05       0.21     207.76     0.0000  0.00  -0.52054E-01  -0.74370E+00    31.1732    31.1817    31.1836    31.1845    31.1927
   2024      4      8   12.00     63696.00   0.30952E+02   0.00000E+00   0.30952E+02   0.31024E+02   0.31041E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16506E+02   0.80788E+02  -0.16575E+03  -0.95198E+01   0.85109E-03   0.31213E-05   0.21428E-05       0.21     189.68     0.0000  0.00  -0.41001E-01  -0.61857E+00    31.0197    31.0285    31.0307    31.0318    31.0406
   2024      4      9   12.00     63720.00   0.30810E+02   0.00000E+00   0.30810E+02   0.30878E+02   0.30895E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14803E+02   0.75384E+02  -0.15453E+03  -0.95551E+01   0.85965E-03   0.23912E-05   0.24439E-05       0.21     196.00     0.0000  0.00  -0.41249E-01  -0.63553E+00    30.8741    30.8821    30.8839    30.8848    30.8946
   2024      4     10   12.00     63744.00   0.30860E+02   0.00000E+00   0.30860E+02   0.30932E+02   0.30948E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13589E+02   0.74629E+02  -0.15200E+03  -0.80817E+01   0.94639E-03   0.22316E-05   0.34451E-05       0.21     209.14     0.0000  0.00  -0.62176E-01  -0.66647E+00    30.9282    30.9359    30.9374    30.9381    30.9476
   2024      4     11   12.00     63768.00   0.30933E+02   0.00000E+00   0.30933E+02   0.31005E+02   0.31020E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13594E+02   0.74941E+02  -0.15386E+03  -0.75459E+01   0.70638E-03   0.11801E-05   0.12380E-05       0.21     216.50     0.0000  0.00  -0.48716E-01  -0.22205E+00    31.0011    31.0087    31.0100    31.0102    31.0197
   2024      4     12   12.00     63792.00   0.31056E+02   0.00000E+00   0.31056E+02   0.31137E+02   0.31149E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14710E+02   0.76026E+02  -0.15570E+03  -0.66252E+01   0.50325E-03   0.46220E-06   0.54022E-06       0.21     220.08     0.0000  0.00  -0.44899E-02   0.22861E+00    31.1334    31.1413    31.1423    31.1385    31.1478
   2024      4     13   12.00     63816.00   0.31054E+02   0.00000E+00   0.31054E+02   0.31125E+02   0.31140E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17685E+02   0.78705E+02  -0.15895E+03  -0.76280E+01   0.71954E-03   0.17982E-05   0.10542E-05       0.20     178.45     0.0000  0.00  -0.24980E-01   0.35851E+00    31.1204    31.1292    31.1313    31.1323    31.1399
   2024      4     14   12.00     63840.00   0.30700E+02   0.00000E+00   0.30700E+02   0.30775E+02   0.30792E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18019E+02   0.77152E+02  -0.15674E+03  -0.11021E+02   0.10747E-02   0.48741E-05   0.47461E-05       0.20     150.58     0.0000  0.00  -0.11068E+00  -0.16766E+00    30.7704    30.7792    30.7816    30.7830    30.7923
   2024      4     15   12.00     63864.00   0.30481E+02   0.00000E+00   0.30481E+02   0.30546E+02   0.30565E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14448E+02   0.75438E+02  -0.15457E+03  -0.11520E+02   0.15114E-02   0.64578E-05   0.18205E-04       0.20     194.48     0.0000  0.00  -0.21864E+00  -0.61401E+00    30.5423    30.5503    30.5522    30.5531    30.5648
   2024      4     16   12.00     63888.00   0.30650E+02   0.00000E+00   0.30650E+02   0.30709E+02   0.30723E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11194E+02   0.75306E+02  -0.15441E+03  -0.87494E+01   0.16812E-02   0.35401E-05   0.27544E-04       0.20     236.59     0.0000  0.00  -0.28392E+00  -0.25754E+00    30.7060    30.7134    30.7119    30.7086    30.7215
   2024      4     17   12.00     63912.00   0.30911E+02   0.00000E+00   0.30911E+02   0.30971E+02   0.30985E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10686E+02   0.78325E+02  -0.16218E+03  -0.67435E+01   0.15915E-02   0.22221E-05   0.22627E-04       0.20     240.68     0.0000  0.00  -0.22049E+00   0.11440E+01    30.9710    30.9789    30.9695    30.9551    30.9662
   2024      4     18   12.00     63936.00   0.31065E+02   0.00000E+00   0.31065E+02   0.31132E+02   0.31145E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11403E+02   0.80673E+02  -0.16738E+03  -0.66588E+01   0.16759E-02   0.48382E-05   0.29072E-04       0.20     238.20     0.0000  0.00  -0.14549E+00   0.24026E+01    31.1280    31.1363    31.1376    31.1359    31.1455
   2024      4     19   12.00     63960.00   0.31170E+02   0.00000E+00   0.31170E+02   0.31240E+02   0.31252E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13245E+02   0.82628E+02  -0.16760E+03  -0.65934E+01   0.14665E-02   0.48223E-05   0.17791E-04       0.20     220.23     0.0000  0.00  -0.13108E+00   0.16729E+01    31.2361    31.2445    31.2461    31.2431    31.2512
   2024      4     20   12.00     63984.00   0.31059E+02   0.00000E+00   0.31059E+02   0.31132E+02   0.31147E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15709E+02   0.83035E+02  -0.16958E+03  -0.85788E+01   0.13176E-02   0.64441E-05   0.96894E-05       0.20     189.21     0.0000  0.00  -0.15634E+00   0.57267E+00    31.1274    31.1362    31.1384    31.1395    31.1475
   2024      4     21   12.00     64008.00   0.30836E+02   0.00000E+00   0.30836E+02   0.30907E+02   0.30924E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15692E+02   0.78387E+02  -0.16360E+03  -0.10164E+02   0.13033E-02   0.60785E-05   0.93800E-05       0.20     188.92     0.0000  0.00  -0.15789E+00   0.44577E+00    30.9024    30.9108    30.9130    30.9140    30.9236
   2024      4     22   12.00     64032.00   0.30785E+02   0.00000E+00   0.30785E+02   0.30857E+02   0.30874E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14840E+02   0.80332E+02  -0.16658E+03  -0.98155E+01   0.11889E-02   0.43122E-05   0.69713E-05       0.19     213.30     0.0000  0.00  -0.12173E+00   0.62141E+00    30.8529    30.8611    30.8630    30.8639    30.8739
   2024      4     23   12.00     64056.00   0.30813E+02   0.00000E+00   0.30813E+02   0.30885E+02   0.30902E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13481E+02   0.83945E+02  -0.17310E+03  -0.95146E+01   0.12397E-02   0.41167E-05   0.83022E-05       0.19     230.79     0.0000  0.00  -0.13066E+00   0.70625E+00    30.8809    30.8893    30.8910    30.8919    30.9021
   2024      4     24   12.00     64080.00   0.30895E+02   0.00000E+00   0.30895E+02   0.30970E+02   0.30986E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12650E+02   0.83279E+02  -0.17437E+03  -0.87506E+01   0.11688E-02   0.36091E-05   0.69111E-05       0.19     232.56     0.0000  0.00  -0.11364E+00   0.70520E+00    30.9659    30.9743    30.9760    30.9768    30.9864
